Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
Sửa chữa điện ô tô _ điện lạnh _ tets hộp điện xe Mỹ,0,0,0,0,0,0
"Nv dễ thương,  pv tận tình.  Rạp sạch sẽ. Không gian  chờ cũng đẹp.  Xem rất thích.  😍😍😍. Mỗi tội lên cầu thang Big C Quy Nhơn lòng vòng hơi mệt.  😂😂😂",0,0,0,0,0,0
Không gian rộng rãi.thoáng mát.mua vé không đợi lâu.Nhân viên vui vẻ,0,0,0,0,0,0
Hiện đamg là rạp có chất lượng tốt nhất QN. Tuy nhiên giá bắp nước khá cao và chất lượng màn hình kém hẳn so với rạp CGV HCM,0,0,0,0,0,0
"Đây là lần đầu tiên cảm thấy rất khó chịu khi đến CGV xem phim, rất k hài lòng vì nhân viên bán vé, hỏi và chốt 1 cách dồn dập, nước thì k cho chọn loại nước, k hỏi KH có thẻ thành viên hay k, k có nhân viên trực phòng rạp, tự đi vô tự kiếm chổ ngồi. 😤",0,0,0,0,0,0
"Tạm vậy, âm thanh hơi chói tai, chất lượng máy chiếu cho hình ảnh bình thường",0,0,0,0,0,0
Kém chất lượng . Tôi vào siêu thị quên đem khẩu trang theo nên ko vào đk mà tại sao siêu thị không phát ko trang miễn phí cho những khách hàng nào quên mang khẩu trang chứ cần phải khắc phục lỗi này . Cực kỳ thất vọng,0,0,0,0,0,0
"Các anh chị nhân viền vừa lịch sự vừa chu đáo. Rạp phim rộng, chất lượng hình ảnh, âm thanh rất tuyệt, sạch sẽ thơm tho. Còn có cả nhiều ưu đãi tốt cho khách hàng ❤",0,0,0,0,0,0
"Rạp nằm trên tầng ba của BigC Quy Nhơn có diện tích khá rộng rãi. Bạn có thể đi lên bằng thang máy hoặc tháng cuốn. Nhân viên quầy vé vui vẻ, nhiệt tình. Có khu ngồi chờ trước giờ chiếu đẹp thoáng, có chỗ chụp hình cho các bạn trẻ có dịp lưu giữ kỉ niệm. Tuy nhiên hôm mình đi xem suất khuya thì rất nóng và hình như là không có bật điều hòa.",0,0,0,0,0,0
"Nhân viên vui vẻ, phòng phim sạch sẽ. Nhưng vẫn không xử lý được các trường hợp dùng điện thoại làm ồn trong lúc xem phim..Nói chuyện gây mất trật tự ảnh hưởng đến người xem..Không tạo nên ý thức người xem phim văn minh mà toàn đá ghế người khác.",0,0,0,0,0,0
"có tổng cộng 3 rạp, phục vụ phim 2D và 3D, rạp 3D không ấn tượng, âm thanh 7.1 tạo cảm giác chân thực, có điều các hàng ghế chính giữa hay ngồi bẩn quá, (hàng G,H), rạp nhỏ nên khó nâng cấp lên Imax",0,0,0,0,0,0
Rạp nhỏ. Không dễ tìm. Phòng chiếu số 3 ghế ngồi có mùi ẩm mốc. Suất chiếu 10h10 buổi sáng thứ 4 chỉ có 6 khách. Bỏng không nóng.,0,0,0,0,0,0
"Là trung tâm mua sắm lớn tại thành phố Quy Nhơn, cũng giống như những trung tâm mua sắm khác, CGV Kim Cúc plaza kinh doanh đa dạng các mặt hàng để người mua có nhiều cơ hội lựa chọn, cũng như có khu vui chơi cho trẻ em, khi ẩm thực, khu mua sắm, xem phim. Khi mua sắm tại Big C Kim Cúc plaza người mua sẽ được mua với giá thấp hơn những trung tâm mua sắm khác tại Quy Nhơn. Có bãi đậu xe, tầng hầm giữ xe rộng rãi, đảm bảo an ninh.",0,0,0,0,0,0
"Không có người hướng dẫn, coi như vào tự nhìn tự hiểu. Về phục vụ tạm chấp nhận",0,0,0,0,0,0
"#đắt.Dịch vụ tốt..Bắp rang bơ ngon nhất trong các rạp ở quy nhơn..Rạp 1 máy chiếu tốt nhất trong 3 rạp..Mình vô ý đánh rơi túi tiền nhỏ (chỉ có tiền, khoảng gần 2 triệu) ở khu vực mua bắp nước hôm sau đến nhận lại đc. Điển cộng :)",0,0,0,0,0,0
"Hiện đại, mới mẻ, sang trọng. CGV luôn là nơi để tôi đến và xem những bộ phim yêu thích như của MCU hay các Drama chính kịch VN. Thái độ nv phục vụ rất ok",0,0,0,0,0,0
"Tốt, phục vụ tận tình, cái mình bực mình ở đây là thái độ của khách hàng, đi xem phim ở cgv toàn bị mấy người ngồi trên gác chân lên ghế mình :)))",0,0,0,0,0,0
Tốt...Tuyệt Vời...Rất thích...Mọi thứ đều ok cả từ các bạn dẫn dắt rất nhiệt tình...tốt bụng thấu hiểu cảm xúc của khách hàng...Cảm thấy thân thiện khi đến nơi đây...Cảm ơn vì tất cả...,0,0,0,0,0,0
"Dịch vụ tốt, ít người, mát, lịch sự. Do là thành phố quy mô nhỏ nên các phòng chiếu cũng nhỏ hơn CGV các thành phố lớn. Nhưng vắng người cũng giúp bạn trải nghiệm phim tốt hơn, nhất là những phim bom tấn.",0,0,0,0,0,0
Nhân viên phục vụ không tốt . Từ bán vé đến bán nước giao tiếp với khách hàng quá tệ,0,0,0,0,0,0
"Có nhiều phim hay tuy giá khá mắc. Thứ Tư là ngày rẻ nhất cùng các sáng thứ 2, 3. 3 ngày cuối tuần giá cực kì mắc. Nên sắp xếp thời gian để săn vé giá rẻ. Đặc biệt, khi có các bộ phim nổi tiếng được trình chiếu tại rạp thì số lượng vé cũng hết sạch nhanh chóng. Hiện rạp CGV Quy Nhơn đã đánh bẠi các rạp lâu đời khác tại Quy Nhơn như 31/3 hay nhà văn hoá Lao động. Tuy vậy giá cả mắc cũng khiến nhiều người do dự khi vào rạp",0,0,0,0,0,0
"rạp đẹp. giá trong tuần rẻ chỉ 49k vé xem film. bàn ghế ngồi phòng chờ trống, lịch sự, không được hút thuốc trong phòng chờ",0,0,0,0,0,0
Rạp thoáng mát rộng rãi mà có điều vô coi phim chiếu lúc 10h10 mà 10h30 nới được xem 20 phút xem quảng cáo,0,0,0,0,0,0
"Mình đã xem ở đây nhiều lần, tất cả đều ok không bàn cải,  giá cao so với stalight mới mở ở quy nhơn nhưng bù lại màn hình rõ nét rất nhiều",0,0,0,0,0,0
"Rạp nhỏ, hôm nào ít khách nv chẳng dẫn cho khách vào chỗ, đường thì tối, rạp thì nghe mùi ẩm, ghế dơ",0,0,0,0,0,0
Nhân viên chuyên nghiệp vui vẻ nhiẹt tình. Phòng sạch sẽ. Luôn cảm thấy thoải mái khi đến đây xem phim,0,0,0,0,0,0
"Tuyệt vời! Coi phim trong rạp tìm chỗ ngồi không biết số trong vé là chỗ nào lun ,,thua ó",0,0,0,0,0,0
"Tập trung nhiều nhãn hàng và các cửa hàng dịch vụ ăn uống, cafe, rạp chiếu phim và nhiều góc sống ảo",0,0,0,0,0,0
All good.tuy là Tttm ở Thành phố nhỏ nhưng tìm mua gì cũng có.có cả caphe .xem phim,0,0,0,0,0,0
"Nhân viên thân thiện, rạp chất lượng âm thanh 7.1 và chất lượng phim khá ok",0,0,0,0,0,0
Rất đẹp rất thoáng mát.Ở chỗ lối vào có mấy chị security xinh ơi là xinh,0,0,0,0,0,0
Phục vụ tốt dễ thương. Nhưng ghế rạp 1 hôi quá ấm thấp khó chịu.,0,0,0,0,0,0
Chất lượng âm thanh và hình ảnh tốt.Hơi ít suất chiếu vì chỉ có 3 phòng chiếu.Giá hơi cao,0,0,0,0,0,0
"Nhân viên nhiệt tình, bắp nước ngon, anh soát vé đẹp trai :3",0,0,0,0,0,0
"Chất lượng tốt, có của hàng ăn nhanh, rạp chiếu phim, siêu thị với giá cả hợp lý.",0,0,0,0,0,0
"Dịch vụ tốt, phục vụ, tư vấn nhiệt tình. Khu vui chơi tương đối đa dạng.",0,0,0,0,0,0
Một nơi rất tuyệt vời để mua sắm cũng như xem phim giải trí,0,0,0,0,0,0
khu trò chơi cho em bé giá vé 40k/ chơi thoải mái và phong phú trò chơi,0,0,0,0,0,0
"nhân viên phục vụ tốt, tuy nhiên rạp hơi nhỏ so với các thành phố lớn",0,0,0,0,0,0
Dịch vụ được sạch sẽ. Nhưng chổ ngồi ko thoải mái vì ko thẳng chân ra đc,0,0,0,0,0,0
"Dịch vụ rất tốt.Nhân viên thân thiện, nhiệt tình",0,0,0,0,0,0
Tòa nhà tốt về công năng .... vị trí Trung tâm về mua sắm và đi lại thuận tiện .,0,0,0,0,0,0
"Giá rẻ, đồ tốt, có rạp chiếu phim cgv tốt, nhưng shop đồ giá hơi cao",0,0,0,0,0,0
Không gian đẹp ấm cúng khung chiếu rông ....Không gian lãng mạng.,0,0,0,0,0,0
Địa điểm không thể thiếu với những người yêu phim như tui. 1M like,0,0,0,0,0,0
"Siêu thị lớn đầy đủ tiện nghi, vui chơi giải trí",0,0,0,0,0,0
Nhân viên dễ thương. Chăm sóc khách hàng tốt.,0,0,0,0,0,0
"Ổn, cũng có 1 rạp phim ở Quy Nhơn xem cho đỡ buồn.",0,0,0,0,0,0
"Không gian đẹp, nhân viên tốt, âm thanh hay",0,0,0,0,0,0
"Tuyệt vời. Chụp hình đẹp khỏi vàn, vé rẻ nha, chất lượng rạp tốt",0,0,0,0,0,0
"Như bao Big C khác trên VN, nhưng điểm đặc biệt ở đây là nó là cái duy nhất",0,0,0,0,0,0
"Phong cách phục vụ tốt, phim chiếu đúng giờ, phòng chiếu tốt.",0,0,0,0,0,0
"Trung tâm mua sắm, có rạp CGV, có khu vui chơi, bãi giữ xe rộng",0,0,0,0,0,0
"Chất lượng phục vụ rất tốt, rất thân thiện, hiếu khách",0,0,0,0,0,0
"Trung tâm khá rộng rãi, nhân viên nhiệt tình",0,0,0,0,0,0
"Đẹp, âm thanh tuyệt vời, màn hình rộng, phim hay",0,0,0,0,0,0
Không cập nhật phim nhanh và nhiều như thành phố lớn,0,0,0,0,0,0
Khu game không tốt. Nhân viên phục vụ hời hợt. Máy game hỏng nhiều.,0,0,0,0,0,0
"Cập nhật phim mới nhanh, dich vụ tốt nhưng k có rạp 3D",0,0,0,0,0,0
"Rạp dạo này mở máy lạnh vừa phải, like mạnh",0,0,0,0,0,0
Nhiều phim hay ghế ngồi thoải mái không ồn,0,0,0,0,0,0
"Rạp rộng, đẹp, sạch sẽ.Vé film rẻ nữa",0,0,0,0,0,0
Cũng như cgv trong vincom mọi tỉnh thành thôi,0,0,0,0,0,0
"Dịch vụ tạm, vắng khách nhưng hơi thiếu chuyên nghiệp!",0,0,0,0,0,0
Nơi giải trí tuyệt vời ngày cuối tuần của bạn,0,0,0,0,0,0
"Chất lượng âm thanh bình thường, nội thất đẹp",0,0,0,0,0,0
