Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
"hang dep chat luong nhu hinh. ao khoac thu dong day dan am ap, rat phu hop mac di nuoc ngoai.",0,0,0,0,0,0
"Shop quần áo đẹp... mà thiếu áo khoác dài...,",0,0,0,0,0,0
Mình thực sự rất thích sản phẩm của Sakura Fashion,0,0,0,0,0,0
"Đã từng trải nghiệm tại Shop, thì thiệt là có dô coi thôi chứ không có thử và nhìn không ưng nên không có mua thì thái độ nhân viên xem thường thật sự :))) chả thèm vào lần hai.",0,0,0,0,0,0
ĐỪNG GHÉ SHOP ĐỂ KIẾM TIỀN CHO CON CHỦ VÔ HỌC THỨC.LÀM ĂN SAU DỊCH KHÓ KHĂN MÀ CON CHỦ NÓ TƯỞNG CÓ ÍT TIỀN LÀ NÓ MUỐN NÓI AI THÌ NÓI.RA ĐỜI LÀM ĂN LÀ PHẢI NHÌN MẶT.MÀY ĐỤNG TRÚNG GIA ĐÌNH THỨ DỮ RỒI.TỐT NHẤT ĐÓNG SHOP RỒI ĐỢI MỎ Ở NHÀ.CHỨ BUÔN BÁN NỮA CÓ NGÀY CÁI MỎ TREO CÀNH CÂY.CHỬI NHẦM NGƯỜI RÒIIIIII,0,0,0,0,0,0
"Shop mất dạy vô học, ba mẹ không biết dạy con",0,0,0,0,0,0
"Đồ hợp gu với giới trẻ, giá ổn ko quá cao, phù hợp với sinh viên, quần áo cũng khá đẹp, nên ghé qua",0,0,0,0,0,0
"NaBi rất nhiều đồ xinh ạ, 5 sao rất xứng đáng nha",0,0,0,0,0,0
Tôi và người yêu giận nhau hơn 1 tuần rồi. sau đó tôi đc 1 người bạn giới thiệu quần áo ở đây đẹp lắm. Nên tôi quyết định mua 1 chiếc váy tặng ny để làm hòa. kết quả là chúng tôi đi nhà nghỉ ngay sau đó.,0,0,0,0,0,0
"Cửa hàng trang trí đẹp mắt.Hàng hóa đa dạng, phong phú, chất lượng khỏi phải bàn luôn phù hợp lứa tuổi teen và sinh viên.Đặt biệt giá cả hợp lý vừa túi tiền với học sinh và sinh viên.Chủ Shop và nhân viên cực kì dễ thương, tư vấn nhiệt tình.....",0,0,0,0,0,0
"Shop bán đồ đẹp, giá cả lại rất phù hợp. Đặc biệt thích nhất là chị shop rep ib nhanh mà lại rất dễ thương, tư vấn nhiệt tình. Mình sẽ mua đồ của shop dài dài",0,0,0,0,0,0
"Shop bán hàng ưng cực kì , tư vấn nhiệt tình cho khách hàng , rất chu đáo khi mua hàng còn được tặng kèm vài món quà rất dê thương 😍 Chất liệu quần áo rất tốt 👍 giao hàng đúng thời hạn nữa ạ ❤ C shop nói chuyện  rất đáng yêu 😍",0,0,0,0,0,0
"Quần baggy jeans bên shop vãi cực xịn và xinh luôn ý,  áo khoác vãi dù mặc nhẹ thích lắm ạ. Mua đồ được tặng kèm quà siêu siêu siêu ưng luôn ý",0,0,0,0,0,0
"Ưng cái bụng khi mua hàng ở đây ghê á, các chị tư vấn nhiệt tình và dễ thương, lần nào mua hàng cũng có quà, đồ rẻ, chất lại đẹp nữa. Mặc dù mua nhiều lần ở đây rồi nhưng chả có cái ảnh nào nên hồn để fb cho có tâm cả. Nhưng tối nay lại mua thêm 1 món nữa, và chị tư vấn vẫn quá ư đáng yêu nên vào vote cho shop, mong shop vẫn mãi giữ được sự tâm huyết như này, và vẫn theo dõi để ủng hộ shop dài dài ^^ <3",0,0,0,0,0,0
"Shop bán hàng chất lượng lắm ạ, giá cả hợp lý. Gói hàng kỹ lưỡng, nhân viên nhiệt tình, còn có quà tặng dễ thương nữa.",0,0,0,0,0,0
"Shop bán hàng tốt lắm ạ..nhân viên nhiệt tình lịch sự, hàng gói kĩ càng, đẹp và vải chất lượng tốt như hình..chúc sh làm ăn may mắn ạ",0,0,0,0,0,0
Quần xinh phù hợp với giá tiền. Ship nhanh mà nhân viên tư vấn nhiệt tình nữa ạ😍😍.Sẽ ủng hộ shop dài dài.Hi,0,0,0,0,0,0
Shop bán hàng chất lượng giá cả hợp lí . Còn thêm chị chủ shop dễ thương tư vấn nhiệt tình ❤,0,0,0,0,0,0
"à uhm mình không thích mua đồ ở đây lắm. vì đồ đẹp mua nhiều sẽ tốn nhiều tìn 😭.chị tư vấn thì nhiệt tình vãi luôn, mình ib mua quần thôi mà tư vẫn kĩ thấy ớn luôn hà, nói chung là đồ đẹp, rẻ mà chất lượng nữa mnn ơiiiiiiii 😁",0,0,0,0,0,0
Mình đã mua túi và áo ở shop. Mình rất ưng ý về chất lượng sản phẩm và shop tư vấn cũng rất nhiệt tình thân thiện.💓💓😍😍🙆🏻🙆🏻,0,0,0,0,0,0
Mình khá thích địa điểm này đồ ở đây giá tầm vừa nhất là phù hợp vs đối tượng sinh viên như mình. Không gian sạch sẽ thoáng mát,0,0,0,0,0,0
"Shop bán đồ cực xinh, giá cả hợp túi tiền chị chủ và nhân viên nhiệt tình thân thiện...",0,0,0,0,0,0
Shop bán hàng ưng cực kì ạ. Đồ bán thật sự rất đẹp ạ. Sẽ tiếp tục ủng hộ 🤗,0,0,0,0,0,0
"Chủ shop và nhân viên rất gần gũi, hiếu khách. Đầm váy dễ thương, giá ổn.",0,0,0,0,0,0
Đồ vừa xinh giá tiền phải chăng shop cx nhiệt tình 🥰sẽ tt ủng hộ shop,0,0,0,0,0,0
"Shop bán hàng ưng cực kì , tư vấn nhiệt tình cho khách hàng , rất chu đáo khi mua hàng còn được tặng kèm vài món quà rất dê thương 😍 Chất liệu quần áo rất tốt 👍 giao hàng đúng thời hạn nữa ạ ❤ C shop nói chuyện  rất đáng yêu 😍",0,0,0,0,0,0
"Đồ ở shop đẹp lắm ạ. Giao hàng lại nhanh, shop inbox tư vấn nhiệt tình lắm...😙😙",0,0,0,0,0,0
"Đồ xinh, giá cả phải chăng, chị chủ và nhân viên đều thân thiện dễ thương",0,0,0,0,0,0
"Áo thun, quần baggy và áo khoác ở đây là sự lựa chọn khá ổn",0,0,0,0,0,0
Giao hàng nhanh đồ siêu xinh như hình vải ok tuyệt vời,0,0,0,0,0,0
Mua 1 lần mua thêm lần thứ hai không chê chổ nào 💗,0,0,0,0,0,0
Quần áo trẻ trung. Quy hoạch lại nên k lộn xộn như trc. Có km áo thun. Giá cả hợp lý.,0,0,0,0,0,0
Đồ rẻ ..chất lượng vừa phải.Không có chỗ đỗ xe ôtô.,0,0,0,0,0,0
"Nhân viên không hề nói với mình là có khu vực hạn chế đậu, đỗ xe theo ngày để mình di chuyển xe đi, khiến mình nhận biên bảng phạt trong khi đó có rất nhiều nhân viên ở trước của hàng, tuy nhiên các bạn nhân viên rất hững hờ và vô tâm khi thấy như vậy. Mình rất k hài lòng với phương thức làm việc của hệ thống. Mọi người nên cân nhắc khi có ý định mua sắm ở đây.",0,0,0,0,0,0
"Không gian mua sắm đẹp thoáng, dịch vụ tốt, nhân viên tư vấn nhiệt tình, nhiều chương trình sale khủng. Tuy nhiên cần bổ sung thêm nhiều loại size quần áo hơn.",0,0,0,0,0,0
"Giá cả hợp lý, nhân viên nhiệt tình, sẽ ghé lại trong thời gian tới.",0,0,0,0,0,0
Có 2 nhân viên nam đứng trước cửa hàng nhưng không nhắc nhở khách khu vực cấm đậu xe,0,0,0,0,0,0
"Giá cả khá hợp lí, rất nhiều đồ để lựa chọn.",0,0,0,0,0,0
"Mình rất thích mua đồ ở đây, chất lượng và giá cả khá hợp lý với những bạn sinh viên như mình.Đặc biệt là bạn có thể tự do chọn đồ và thử đồ mà không có ai kè kè bên bạn. Cảm giác rất thoải mái",0,0,0,0,0,0
"Không nên mua ở đây, đắt và rách khá nhanh và bất ngờ...hiaz",0,0,0,0,0,0
"Nhân viên vui vẻ , nhiệt tình! Nhiều mẫu giày dép nam, nữ, trẻ em.",0,0,0,0,0,0
"Cửa hàng mặt bằng hơi nhỏ vì vậy kệ bố trí quá sát nhau. Người đứng chọn mẩu thì người khác rất khó đi. Hôm nào thưa thì không nói, đông thì phải nói rất khó chịu. Mẩu mã củng không đủ do không đủ không gian để trưng bày. Vì kho nhỏ nên không đủ size. Đã tới rất nhiều lần thấy nhân viên nhiệt tình, thỉnh thoảng củng có nhân viên không nhiệt tình lắm, giữ xe thì ngày thường củng nhiệt tình, gặp hôm đông khách thì bảo vệ để tự khách hàng tự xếp xe luôn chắc do mệt quá thì phải. Chưa bảo hành lần nào nên chưa biết dịch vụ bảo hành có tốt không nữa. Đổi trả hàng theo quy định, mình thấy vụ này ổn.",0,0,0,0,0,0
"Bổ sung (về mình kiểm tra: mình mua với HĐ 790k, thì fi dc tặng Nón Bảo Hiểm chứ, vậy mà NV đưa mình kai nón Vải, mình không để ý chương trình, về nghe Bạn nói mới biết) kèm theo Thái độ NV của Bitis nên mình đánh giá 1 sao...Tôi rất thích sản phẩm của Bitis..Nhân Viên thiếu chuyên nghiệp, không tư vấn khách, Size hỏi thì không có..Bạn NV tính tiền thì khó chịu: Tôi tính tiền, Bạn ấy không hỏi thẻ thành viên, tôi nói mình có mua SP ở Bitis và có DKy thành viên rồi. Bạn ấy check SDT thì không ra, và nói lại tôi “Lần sau a nói thành Viên sớm đi”. Tôi sao biết quy trình tính tiền bên Bitis thế nào, NV fai chủ động hỏi chứ. Ở Coopmax người tính tiền cả trăm, nghìn người nhưng Nv họ luôn hỏi, còn Bitis có vài người tính tiền mà còn khó chịu...Tôi ủng hộ hàng việt, nhưng NV Bitis thái độ không tốt.",0,0,0,0,0,0
"Nhân viên trẻ trung, xinh đẹp, nhiệt tình (rất ấn tượng với bạn bảo vệ, kiêm giữ xe) Dù mặt bằng nhỏ, nhưng mua sắm vẫn thoải máy. Chỉ hơi lăn tăn là giá hơi cao so với đại đa số khách hàng",0,0,0,0,0,0
"Nhân viên nhiệt tình, dễ thương..Mình mua đồ bên juno xong, mới qua bitis, mình nhờ anh bảo vệ giữ giùm túi đồ juno để mình yên tâm lựa giày, ảnh gật liền.",0,0,0,0,0,0
Nhân viên thân thiện nhiệt tình..Nhiều mẫu giày dép đẹp..Lần nào đến nhà mình cũng tìm được mẫu ưng ý,0,0,0,0,0,0
Mua đôi giày bitis đẹp. Bền thì phải chờ lâu lâu mới biết được. Mà có ít nhân viên quá. Ít giày nữa,0,0,0,0,0,0
"Hàng mới có ít size, chủ yếu là các sản phẩm mẫu mã sản xuất trước 4-5 tháng",0,0,0,0,0,0
"Cửa hàng sạch đẹp, NV luôn sẵn sàng, mẫu cơ bản dễ mua.",0,0,0,0,0,0
"Bán hàng không nhiệt tình, khách muốn thử giày thường báo không có size. Hoá đơn bán hàng kiêm luôn phiếu bảo hành, nhưng in bằng loại mực sớm phai mờ, rồi kêu khách chụp hình lại để tự giữ. Rất bất tiện và phiền! Chỉ được cái mẫu mã Bitis giờ khá đẹp.",0,0,0,0,0,0
"Phục vụ quá tệ..Tôi vào hỏi giày, 3 nhân viên đứng ngó chỗ khác không thèm để ý phục vụ khách. Hỏi giày hunter summer vibes còn ko thì 1 cô trả lời hết hàng, còn không thèm nhìn vào mắt khách mà trả lời. Hỏi tiếp chừng nào có hàng thì làm lơ luôn, không thèm trả lời (?). Tôi bực mình bỏ ra về luôn..Phục vụ thiếu chuyên nghiệp, thiếu tôn trọng khách, thiếu hăng hái. Sản phẩm tốt đấy nhưng ko chịu đầu tư cho phục vụ và bán hàng thì ko thể chấp nhận dc..Tôi đã tưởng Bitis là 1 thương hiệu tốt và lâu đời của vn, muốn mua giày để ủng hộ. Thế nhưng cung cách phục vụ thế này còn thua cả cửa hàng giày nhỏ. Từ đây tôi không bao giờ khuyên bản thân và bạn bè tôi vào mua sản phẩm của bitis nữa..Quá thất vọng cho 1 thương hiệu từng là niềm tự hào của người Việt.",0,0,0,0,0,0
"Mình hay ghé cửa hàng xem mẫu mới về có đẹp không để mua cho người thân, nói chung cũng OK. Nhưng tuần rồi dắt 2 con đến, mình cho 2 chị em tự lựa theo sở thích, bé gái mình đang thử 1 chiếc giày, lúc đó mình đang xem các mẫu dép khác thì nghe nhân viên nữ (trên 30 tuổi)nói lớn tiếng: KHÔNG VỪA, KHÔNG DỪA, KHÔNG DỪA..., mình quay sang nhìn cái mặt thấy ghét thật luôn, bé không biết có vừa không mới mang thử chứ, làm như mang vô rồi hư chiếc giày luôn vậy,thay vì nói chiếc đó con mang không vừa đâu....thì dễ nghe hơn.",0,0,0,0,0,0
"Bán hàng thiếu chuyên nghiệp , nhân viên không nhiệt tình, đứng nói chuyện riêng không hướng dẫn khag, sản phẩm thi thiêu các size, chủ yếu trưng cho có",0,0,0,0,0,0
Nhân viên nhiệt tình và lịch sự..Tuy nhiên lượng hàng hóa 1 số mẫu không đủ size hoặc hết hàng. Có lẽ do là chi nhánh chứ không phải kho tổng nên không tránh được tình trạng hàng phơi không đủ dĩa/mã..Chất lượng sản phẩm tốt..Quan trọng là hàng Việt Nam. Mình muốn ủng hộ sản phẩm này.,0,0,0,0,0,0
"Cửa hàng không lớn nhưng bán và trưng bày nhiều mẫu giày dép mới, đa dạng. Đễ dàng chọn lựa mua hàng. Nhân viên tận tình.",0,0,0,0,0,0
"Nhân viên thân thiện, sản phẩm chính hãng, vị trí đẹp, dễ tìm.",0,0,0,0,0,0
"Doanh nghiệp làm việc kiểu gì mà thuê nhầm mấy đứa bán hàng ở cửa hàng Nguyễn Đình Chiểu, nói chuyện thì chảnh lỏn, không hiểu biết, không tôn trọng khách hàng, muốn mua giày Ủng hộ hàng Việt mà gặp bọn bán hàng này thì tránh xa, anh em nào chuẩn bị xem hàng bitis thì bỏ ngay suy nghĩ đó đi nha. Nhất là cái cửa hàng Nguyễn đình chiểu, đừng bao giờ vào hoặc giới thiệu cho ai vào nữa .",0,0,0,0,0,0
Phê bình nhân viên.cần coi lại cách nhân viên phục vụ. Phục vụ gì nch thấy ghét. Cách bán kiểu như khi dể người vậy  Quá thất vọng :(,0,0,0,0,0,0
Tối hôm qua tối có đến mua hàng nhưng nhân viên bảo vệ bên ngoài báo là hết chỗ để xe và có nói với tôi là cửa hàng không muốn bị phạt và nói với tôi là có thể để xe đại dưới lòng đường nhưng nếu mất thì không chịu trách nhiệm... thiết nghĩ 1 chỗ để xe không quá khó để sắp xếp. Tôi đến để mua hàng nhưng mà có vẻ như cửa hàng không muốn bán hàng. Thật đáng thất vọng.,0,0,0,0,0,0
"Đa dạng mẫu mã, giày đẹp và rất thoải mái. Tuy nhiên tại đây không có áo của bitis",0,0,0,0,0,0
"Không biết mình vào shop hàng nào của bitis cũng như v hay chỉ riêng ở đây, nv tư vấn hời hợt, không đủ thông tin khách hàng cần thiết. Chưa nhiệt tình trong việc tư vấn khách hàng. Thà đặt online chắc ổn hơn tới cửa hàng!",0,0,0,0,0,0
"Chuyên bán giày bitis nhiều mẫu mã, nhân viên dễ thương",0,0,0,0,0,0
"Ở đây có nhiều giầy đẹp cho trẻ em và cả người lớn, hàng Việt Nam chất lượng cao đang vươn ra biển lớn. Nhân viên phục vụ nhiệt tình.",0,0,0,0,0,0
Hàng ở đây cũng tạm được nhưng ít mẩu mã so với các cửa hàng khác,0,0,0,0,0,0
"Sạch sẽ, nhân viên phục vụ chu đáo. Giải thích rõ ràng. Nói chung là rất hài lòng khi chọn sản phẩm.",0,0,0,0,0,0
"Cửa hàng hơi nhỏ tuy nhiên nhân viên phục vụ nhiệt tình, niềm nở với khách.",0,0,0,0,0,0
Cửa hàng nhỏ nhưng nhiều hàng hơn mấy chổ khác. Nhân viên không được thân thiện lắm,0,0,0,0,0,0
"Nhân viên phục vụ ko chuyên nghiệp, nhưng tiệm có nhiều mẫu giày",0,0,0,0,0,0
sản phẩm đẹp đang mùa km nên mua được tặng quà,0,0,0,0,0,0
Giày thể thao chỉ có size không thông dụng,0,0,0,0,0,0
"Giờ bitis cải tiến hơn xưa, nhiều mẫu mã đẹp, thời trang hơn. Giày cũng rất bền. Ủng hộ!",0,0,0,0,0,0
"Cửa hàng nhiều đồ đẹp, mọi người nên mua ủng hộ",0,0,0,0,0,0
Cửa hàng hơi nhỏ. Cũng vì vậy mà ít mẫu. :(,0,0,0,0,0,0
Chủng loại hàng phong phú.Giá phù hợp cho từng khách hàng,0,0,0,0,0,0
Không gian chật chội. Không có thoải mái lựa chọn được. Còn lại thì ok.,0,0,0,0,0,0
Nguoiquang.net đã ghé và mua giày dép ở đây,0,0,0,0,0,0
giày dép đẹp và tốt. nhiều mẫu mới,0,0,0,0,0,0
"Hàng nhiều kiểu, đẹp bền, làm hãnh diện hàng Việt Nam",0,0,0,0,0,0
"Mẫu mã đầy đủ, nhân viên rất thân thiện",0,0,0,0,0,0
Rất mắc.1sô giày giãm giá.1sô không giam giá,0,0,0,0,0,0
"Tệ, nhân viên ko nhiệt tình, hỏi thì toàn hết size, chán",0,0,0,0,0,0
Rất nhiều đặc sản địa phương.Giá hơi cao nhưng được,0,0,0,0,0,0
"Có đầy đủ các loại đặc sản của Quy Nhơn. Nên mua ở đây vì giá cả hợp lý. Không nên mua ở phòng chờ trong sân bay, rất đắt.",0,0,0,0,0,0
"Rất nhiều mặt hàng được bày bán ở đây, giá hơi cao hơn 1 chút so với thị trường chung, nhưng vì nó là cửa hàng 1 stop nên mức giá đó chấp nhận được.",0,0,0,0,0,0
Quán có khá nhìu đặc sản bình định. Thich hợp vói cái tên siêu thị đặc sản... trông rata chuyên nghiệp giá cả hợp lí.....,0,0,0,0,0,0
Bán rất nhiều đồ đặc sản kg chỉ của Bình định mà cả các tỉnh khác.,0,0,0,0,0,0
"Nhiều khách du lịch mà 1 số đồ ít quá, không đủ để bán. Giá hơi cao",0,0,0,0,0,0
Cảnh quang chưa Đep. Nếu được mở rộng thêm. Khắc các câu thơ hoàng mặc tử.Và các ban thơ .tạo ra các điểm nhấn sinh động. Vệ sinh môi trường quá nhớp,0,0,0,0,0,0
"Đồ ít không phong phú, bánh dừa nướng còn bán đắt hơn cả ở sân bay",0,0,0,0,0,0
Trung tâm bán khá nhiều đặc sản. Kết món rượu Bàu Đá ở đây,0,0,0,0,0,0
"siêu thị bán các loại đặc sản nơi đây, giá hợp lí",0,0,0,0,0,0
"Trung tâm bán đặc sản TP Quy Nhơn, chế biến từ hải sản đóng gói.",0,0,0,0,0,0
"Năm nay trang bị quầy hàng rộng rãi đa dạng phong phú các mặt hàng ,nv đón niềm nở vui vẻ 👍👍",0,0,0,0,0,0
"Các món đặc sản tại Quy Nhơn: bánh hồng, bánh ít lá gai rất ngon",0,0,0,0,0,0
"Địa điểm mua quà ở quy nhơn tốt nhất 115 tây sơn , Nguyễn văn cừ TP Quy Nhơn",0,0,0,0,0,0
"Hàng hoá đa dạng, giá rẻ. Phục vụ nhiệt tình. Mình rất thích.",0,0,0,0,0,0
